participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.t,player.vote,player.bid,player.ask,player.lama,player.why_accept,player.other_accept,player.why_reject,player.other_reject,player.age,player.gender,player.major,player.political,player.gpa,player.payoff,group.id_in_subsession,group.price,group.q,group.policy,group.costo,group.uniforme,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,80.00,80.00,0.64,,,,,,,,,,102,1,102.00,6,0,40,1,34,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,0,104.00,104.00,0.55,,,,,,,,,,98,1,102.00,6,0,40,1,34,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,114.00,114.00,0.27,,,,,,,,,,98,1,102.00,6,0,40,1,34,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.36,,,,,,,,,,102,1,102.00,6,0,40,1,34,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,102.00,102.00,0.45,,,,,,,,,,100,1,102.00,6,0,40,1,34,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,99.00,99.00,0.18,,,,,,,,,,102,1,102.00,6,0,40,1,34,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,1,0,102.00,102.00,0.09,,,,,,,,,,98,1,102.00,6,0,40,1,34,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,104.00,104.00,0.00,,,,,,,,,,98,1,102.00,6,0,40,1,34,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,1,1,104.00,104.00,0.91,,,,,,,,,,110,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,102.50,102.50,0.82,,,,,,,,,,101,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,100.00,100.00,0.73,,,,,,,,,,174,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,89.00,89.00,0.64,,,,,,,,,,165,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,10.00,10.00,0.55,,,,,,,,,,156,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,113.00,113.00,0.27,,,,,,,,,,46,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.36,,,,,,,,,,137,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,101.00,101.00,0.45,,,,,,,,,,105,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,1,1,102.00,102.00,0.18,,,,,,,,,,37,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,101.00,101.00,0.09,,,,,,,,,,110,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,104.00,104.00,0.00,,,,,,,,,,19,1,101.00,6,1,40,1,35,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.91,,,,,,,,,,102,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,-1,0,101.00,101.00,0.82,,,,,,,,,,102,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,102,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,78.00,78.00,0.64,,,,,,,,,,102,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,0,104.00,104.00,0.55,,,,,,,,,,98,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,129.00,129.00,0.27,,,,,,,,,,98,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.36,,,,,,,,,,102,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,102.00,102.00,0.45,,,,,,,,,,100,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,1,0,102.00,102.00,0.18,,,,,,,,,,98,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,1,0,102.00,102.00,0.09,,,,,,,,,,98,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,104.00,104.00,0.00,,,,,,,,,,98,1,102.00,6,0,40,1,36,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,1,0,102.00,102.00,0.91,,,,,,,,,,99,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,102.00,102.00,0.82,,,,,,,,,,99,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,101,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,88.00,88.00,0.64,,,,,,,,,,101,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,1.00,1.00,0.55,,,,,,,,,,101,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,120.00,120.00,0.27,,,,,,,,,,99,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.36,,,,,,,,,,101,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,1,0,103.00,103.00,0.45,,,,,,,,,,99,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,70.00,70.00,0.18,,,,,,,,,,101,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,0,0,101.00,101.00,0.09,,,,,,,,,,100,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,103.00,103.00,0.00,,,,,,,,,,99,1,101.00,6,0,40,1,37,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.91,,,,,,,,,,101,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,103.00,103.00,0.82,,,,,,,,,,99,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,101,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,66.00,66.00,0.64,,,,,,,,,,101,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,0,1,0.00,0.00,0.55,,,,,,,,,,100,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,120.00,120.00,0.27,,,,,,,,,,99,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.36,,,,,,,,,,101,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,1,0,102.00,102.00,0.45,,,,,,,,,,99,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,10.00,10.00,0.18,,,,,,,,,,101,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,1,0,101.00,101.00,0.09,,,,,,,,,,99,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,103.00,103.00,0.00,,,,,,,,,,99,1,100.50,5,0,40,1,38,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,0,1,100.00,100.00,0.91,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,199.00,199.00,0.82,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,89.00,89.00,0.64,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,0,104.00,104.00,0.55,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,107.00,107.00,0.27,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.36,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,1,0,101.00,101.00,0.45,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,32.00,32.00,0.18,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,100.00,100.00,0.09,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,106.00,106.00,0.00,,,,,,,,,,100,1,100.00,6,0,40,1,39,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,0,1,100.00,100.00,0.91,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,122.00,122.00,0.82,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,100.00,100.00,0.64,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,0,104.00,104.00,0.55,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,105.82,105.82,0.27,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,0,0,100.00,100.00,0.36,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,100.00,100.00,0.45,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,90.00,90.00,0.18,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,100.00,100.00,0.09,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,105.00,105.00,0.00,,,,,,,,,,100,1,100.00,7,0,40,1,40,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.91,,,,,,,,,,192,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,130.00,130.00,0.82,,,,,,,,,,141,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,174,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,99.00,99.00,0.64,,,,,,,,,,165,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,1,104.00,104.00,0.55,,,,,,,,,,114,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,187.99,187.99,0.27,,,,,,,,,,86,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.36,,,,,,,,,,137,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,100.50,100.50,0.45,,,,,,,,,,125,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,1,0,102.00,102.00,0.18,,,,,,,,,,77,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,100.00,100.00,0.09,,,,,,,,,,110,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,106.00,106.00,0.00,,,,,,,,,,59,1,100.50,6,1,20,1,41,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.91,,,,,,,,,,101,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,120.00,120.00,0.82,,,,,,,,,,99,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,101,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,1,1,110.00,110.00,0.64,,,,,,,,,,99,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,0,104.00,104.00,0.55,,,,,,,,,,99,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,195.21,195.21,0.27,,,,,,,,,,99,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.36,,,,,,,,,,101,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,100.50,100.50,0.45,,,,,,,,,,100,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,99.00,99.00,0.18,,,,,,,,,,101,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,100.00,100.00,0.09,,,,,,,,,,101,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,106.00,106.00,0.00,,,,,,,,,,99,1,100.50,6,0,20,1,42,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,0,1,100.00,100.00,0.91,,,,,,,,,,171,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,101.00,101.00,0.82,,,,,,,,,,142,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,173,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,50.00,50.00,0.64,,,,,,,,,,164,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,1.00,1.00,0.55,,,,,,,,,,155,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,109.00,109.00,0.27,,,,,,,,,,87,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,0,1,100.00,100.00,0.36,,,,,,,,,,116,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,1,1,100.00,100.00,0.45,,,,,,,,,,105,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,90.00,90.00,0.18,,,,,,,,,,118,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,0,0,100.00,100.00,0.09,,,,,,,,,,89,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,106.00,106.00,0.00,,,,,,,,,,60,1,100.00,7,1,20,1,43,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,1,1,104.00,104.00,0.91,,,,,,,,,,101,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,103.00,103.00,0.82,,,,,,,,,,101,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,75.00,75.00,0.73,,,,,,,,,,99,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,90.00,90.00,0.64,,,,,,,,,,99,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,1.00,1.00,0.55,,,,,,,,,,99,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,120.00,120.00,0.27,,,,,,,,,,101,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,1,0,100.00,100.00,0.36,,,,,,,,,,101,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,-1,0,99.00,99.00,0.45,,,,,,,,,,99,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,90.00,90.00,0.18,,,,,,,,,,99,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,0,0,99.00,99.00,0.09,,,,,,,,,,100,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,102.00,102.00,0.00,,,,,,,,,,101,1,99.00,6,0,20,1,44,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,1,1,103.00,103.00,0.91,,,,,,,,,,151,1,100.00,6,1,20,1,45,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,1,101.00,101.00,0.82,,,,,,,,,,142,1,100.00,6,1,20,1,45,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,1.00,1.00,0.73,,,,,,,,,,173,1,100.00,6,1,20,1,45,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,70.00,70.00,0.64,,,,,,,,,,164,1,100.00,6,1,20,1,45,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,1,104.00,104.00,0.55,,,,,,,,,,115,1,100.00,6,1,20,1,45,dgqok9ca,,,,,0
